EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
490076,Shooting Permit,6/10/19 6:00,6/10/19 22:00,6/5/19 15:53,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  WENLOCK STREET between LAKE AVENUE and SIMONSON AVENUE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET,  DIXON AVENUE between SIMONSON AVENUE and LAKE AVENUE,  DIXON AVENUE between LAKE AVENUE and GRANITE AVENUE",Staten Island,1,121,Film,Feature,United States of America,10303
490241,Rigging Permit,6/10/19 6:00,6/10/19 19:00,6/6/19 10:54,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  175 STREET and WEST  174 STREET,  WEST  175 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  175 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE",Manhattan,12,33,Film,Feature,United States of America,10033
488537,Shooting Permit,6/10/19 6:00,6/10/19 23:00,5/30/19 16:18,"Mayor's Office of Film, Theatre & Broadcasting",29 STREET between 47 AVENUE and 49 AVENUE,Queens,2,108,Television,Cable-episodic,United States of America,11101
489840,Shooting Permit,6/10/19 6:00,6/10/19 21:00,6/4/19 22:45,"Mayor's Office of Film, Theatre & Broadcasting",CLINTON STREET between PACIFIC STREET and AMITY STREET,Brooklyn,6,76,Still Photography,Not Applicable,United States of America,11201
490604,Shooting Permit,6/10/19 6:00,6/10/19 22:00,6/7/19 13:18,"Mayor's Office of Film, Theatre & Broadcasting","HUMBOLDT STREET between POWERS STREET and MAUJER STREET,  HUMBOLDT STREET between MAUJER STREET and TEN EYCK STREET,  HUMBOLDT STREET between AINSLIE STREET and POWERS STREET,  MAUJER STREET between GRAHAM AVENUE and BUSHWICK AVENUE,  GRAND STREET between HUMBOLDT STREET and GRAHAM AVENUE,  JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END",Brooklyn,1,"90, 94",Television,Cable-episodic,United States of America,"11206, 11211, 11222"
489225,Shooting Permit,6/10/19 6:00,6/10/19 21:00,6/3/19 11:26,"Mayor's Office of Film, Theatre & Broadcasting",CHARLES STREET between WEST SIDE HIGHWAY and WASHINGTON STREET,Manhattan,2,6,WEB,Not Applicable,United States of America,10014
490554,Shooting Permit,6/10/19 6:00,6/10/19 22:00,6/7/19 11:48,"Mayor's Office of Film, Theatre & Broadcasting","EAST  121 STREET between MADISON AVENUE and PARK AVENUE,  PARK AVENUE between EAST  123 STREET and EAST  122 STREET,  EAST  122 STREET between MADISON AVENUE and PARK AVENUE,  MADISON AVENUE between EAST  123 STREET and EAST  121 STREET,  MADISON AVENUE between EAST  122 STREET and EAST  124 STREET,  EAST  124 STREET between MADISON AVENUE and 5 AVENUE,  MADISON AVENUE between EAST  124 STREET and EAST  125 STREET,  EAST  124 STREET between MADISON AVENUE and PARK AVENUE,  MADISON AVENUE between EAST  122 STREET and EAST  121 STREET",Manhattan,11,25,Film,Feature,United States of America,10035
489614,Shooting Permit,6/10/19 5:00,6/10/19 22:00,6/4/19 13:19,"Mayor's Office of Film, Theatre & Broadcasting","LUDLOW STREET between DELANCY STREET and BROOME STREET,  BROOME STREET between ORCHARD STREET and LUDLOW STREET,  BEEKMAN STREET between SOUTH STREET and FRONT STREET,  SOUTH STREET between BEEKMAN STREET and FULTON STREET",Manhattan,"1, 3","1, 7",WEB,Not Applicable,United States of America,"10002, 10038"
489948,Shooting Permit,6/10/19 5:00,6/10/19 19:00,6/5/19 12:17,"Mayor's Office of Film, Theatre & Broadcasting","MADISON AVENUE between EAST   76 STREET and EAST   77 STREET,  MADISON AVENUE between EAST   76 STREET and EAST   77 STREET,  MADISON AVENUE between EAST   77 STREET and EAST   78 STREET,  EAST   78 STREET between MADISON AVENUE and PARK AVENUE,  EAST   77 STREET between MADISON AVENUE and PARK AVENUE,  PARK AVENUE between EAST   75 STREET and EAST   78 STREET,  EAST   77 STREET between MADISON AVENUE and PARK AVENUE",Manhattan,8,19,Television,Cable-episodic,United States of America,"10021, 10065, 10075"
483816,Theater Load in and Load Outs,6/10/19 0:01,6/24/19 23:59,5/9/19 14:36,"Mayor's Office of Film, Theatre & Broadcasting",WEST   62 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,Manhattan,7,20,Theater,Theater,United States of America,10023
490069,Shooting Permit,6/9/19 13:00,6/10/19 1:00,6/5/19 15:46,"Mayor's Office of Film, Theatre & Broadcasting",ARGYLE ROAD between CORTELYOU ROAD and BEVERLY ROAD,Brooklyn,14,70,Commercial,Commercial,United States of America,11218
489186,Shooting Permit,6/9/19 7:00,6/9/19 22:00,6/3/19 10:06,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between WEST  116 STREET and W 120 ST,Manhattan,9,26,Documentary,Not Applicable,United States of America,"10025, 10027"
489748,Shooting Permit,6/9/19 7:00,6/9/19 19:00,6/4/19 16:54,"Mayor's Office of Film, Theatre & Broadcasting",JOHN STREET between PEARL STREET and WATER STREET,Manhattan,1,1,Film,Feature,United States of America,10038
489957,Theater Load in and Load Outs,6/9/19 6:00,6/10/19 17:00,6/5/19 12:33,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST   75 STREET and WEST   74 STREET,  AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
483499,Shooting Permit,6/9/19 6:00,6/10/19 18:00,5/8/19 15:14,"Mayor's Office of Film, Theatre & Broadcasting","WEST   58 STREET between GRAND ARMY PLAZA and 6 AVENUE,  WEST   59 STREET between 5 AVENUE and 6 AVENUE,  WEST   59 STREET between 6 AVENUE and 7 AVENUE",Manhattan,"5, 64","18, 22",Television,Special/Awards Show,United States of America,10019
490224,Shooting Permit,6/9/19 6:00,6/9/19 21:00,6/6/19 10:08,"Mayor's Office of Film, Theatre & Broadcasting",RAILROAD AVE between GREENPOINT AVE and 29TH ST.,Queens,2,108,Film,Feature,United States of America,11101
490584,Shooting Permit,6/9/19 4:00,6/9/19 12:00,6/7/19 12:20,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
487166,Theater Load in and Load Outs,6/9/19 0:01,6/11/19 6:00,5/23/19 16:52,"Mayor's Office of Film, Theatre & Broadcasting","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET",Brooklyn,1,94,Theater,Theater,United States of America,11222
489517,Theater Load in and Load Outs,6/9/19 0:01,6/10/19 23:59,6/4/19 10:13,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
488819,Shooting Permit,6/8/19 15:00,6/9/19 3:00,5/31/19 14:56,"Mayor's Office of Film, Theatre & Broadcasting","EAST   55 STREET between 5 AVENUE and MADISON AVENUE,  EAST   55 STREET between MADISON AVENUE and PARK AVENUE,  EAST   56 STREET between MADISON AVENUE and PARK AVENUE,  EAST   54 STREET between 5 AVENUE and MADISON AVENUE,  PARK AVENUE between EAST   54 STREET and EAST   57 STREET",Manhattan,5,18,Television,Cable-other,United States of America,10022
490251,Shooting Permit,6/8/19 12:00,6/8/19 19:00,6/6/19 11:10,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between 35 STREET and BORDEN AVENUE",Queens,2,108,Television,Cable-other,United States of America,11101
490135,Shooting Permit,6/8/19 12:00,6/9/19 3:30,6/5/19 18:29,"Mayor's Office of Film, Theatre & Broadcasting","15 AVENUE between 143 STREET and 138 STREET,  138 STREET between 15 AVENUE and 14 AVENUE,  143 STREET between 15 AVENUE and 14 AVENUE",Queens,7,109,Television,Episodic series,United States of America,"11356, 11357"
490077,Shooting Permit,6/8/19 8:00,6/8/19 20:00,6/5/19 15:53,"Mayor's Office of Film, Theatre & Broadcasting",BERGEN STREET between NEW YORK AVENUE and NOSTRAND AVENUE,Brooklyn,8,77,Commercial,Industrial/Corporate,United States of America,11216
489740,Shooting Permit,6/8/19 7:00,6/8/19 19:00,6/4/19 16:38,"Mayor's Office of Film, Theatre & Broadcasting",JOHN STREET between PEARL STREET and WATER STREET,Manhattan,1,1,Film,Feature,United States of America,10038
489362,Shooting Permit,6/8/19 7:00,6/8/19 19:00,6/3/19 15:44,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10036, 10105"
489943,Theater Load in and Load Outs,6/8/19 6:00,6/9/19 5:00,6/5/19 12:00,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   75 STREET and WEST   74 STREET,  WEST   75 STREET between BROADWAY and AMSTERDAM AVENUE",Manhattan,7,20,Theater,Theater,United States of America,10023
489157,Shooting Permit,6/8/19 6:00,6/8/19 19:00,6/3/19 9:04,"Mayor's Office of Film, Theatre & Broadcasting","WASHINGTON STREET between PROSPECT STREET and YORK STREET,  UNION STREET between HENRY STREET and CLINTON STREET,  ATLANTIC AVENUE between HENRY STREET and CLINTON STREET",Manhattan,"1, 2, 3, 6","1, 5, 76, 84",Documentary,Not Applicable,United States of America,"10002, 10038, 11201, 11231"
489871,Shooting Permit,6/8/19 6:00,6/8/19 19:00,6/5/19 9:34,"Mayor's Office of Film, Theatre & Broadcasting",WEST  126 STREET between LENOX AVENUE and 5 AVENUE,Manhattan,10,28,Television,Not Applicable,United States of America,10027
489772,Shooting Permit,6/8/19 5:00,6/8/19 10:00,6/4/19 17:54,"Mayor's Office of Film, Theatre & Broadcasting","PECK SLIP between WATER STREET and SOUTH STREET,  EAST   29 STREET between PARK AVENUE SOUTH and LEXINGTON AVENUE,  PARK AVENUE between EAST 30TH STREET and EAST 29TH STREET",Manhattan,"1, 2, 3, 5, 6","1, 13, 14, 7, 84",Commercial,Commercial,United States of America,"10002, 10003, 10010, 10016, 10038, 11201"
489862,Shooting Permit,6/8/19 1:00,6/8/19 23:00,6/5/19 8:14,"Mayor's Office of Film, Theatre & Broadcasting",SMITH STREET between ATLANTIC AVENUE and PACIFIC STREET,Brooklyn,"2, 6","76, 84",Still Photography,Not Applicable,United States of America,"11201, 11217"
485093,Shooting Permit,6/8/19 1:00,6/9/19 19:00,5/15/19 10:20,"Mayor's Office of Film, Theatre & Broadcasting",EAST   68 STREET between 5 AVENUE and MADISON AVENUE,Manhattan,8,19,Television,News,United States of America,10065
490085,Theater Load in and Load Outs,6/8/19 0:01,6/9/19 6:00,6/5/19 16:03,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
489804,Shooting Permit,6/7/19 17:00,6/8/19 8:00,6/4/19 19:38,"Mayor's Office of Film, Theatre & Broadcasting","1 AVENUE between 43 STREET and 51 STREET,  42 STREET between 1 AVENUE and 2 AVENUE,  44 STREET between 1 AVENUE and 2 AVENUE,  47 STREET between 1 AVENUE and 2 AVENUE",Brooklyn,7,72,Film,Feature,United States of America,11232
489447,Shooting Permit,6/7/19 17:00,6/8/19 6:00,6/3/19 20:49,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
489632,Shooting Permit,6/7/19 15:00,6/8/19 2:00,6/4/19 13:40,"Mayor's Office of Film, Theatre & Broadcasting","BEDFORD AVENUE between ST JOHNS PLACE and PARK PLACE,  STERLING PLACE between ROGERS AVENUE and BEDFORD AVENUE,  ST JOHNS PLACE between FRANKLIN AVENUE and BEDFORD AVENUE,  WASHINGTON AVENUE between EASTERN PARKWAY and PRESIDENT STREET,  FRANKLIN AVENUE between ST JOHNS PLACE and LINCOLN PLACE,  ST JOHNS PLACE between FRANKLIN AVENUE and ST FRANCIS PLACE,  STERLING PLACE between BEDFORD AVENUE and ROGERS AVENUE",Brooklyn,"55, 8, 9","71, 77, 78",Television,Cable-episodic,United States of America,"11216, 11225, 11238"
489870,Shooting Permit,6/7/19 14:00,6/8/19 0:00,6/5/19 9:15,"Mayor's Office of Film, Theatre & Broadcasting","CANAL STREET between WRIGHT STREET and BROAD STREET,  LAUREL AVENUE between GORDON STREET and WARREN STREET,  COURSEN COURT between COURSEN PLACE and LAUREL AVENUE,  WARREN STREET between HILL STREET and LAUREL AVENUE,  HILL STREET between TOMPKINS AVENUE and WARREN STREET,  WARREN ST between FULTON STREET and HILL STREET,  LAUREL AVENUE between GORDON STREET and TARGEE STREET,  GORDON STREET between OSGOOD AVENUE and LAUREL AVENUE,  GORDON STREET between WARREN STREET and LAUREL AVENUE",Staten Island,1,120,Television,Episodic series,United States of America,10304
489808,Shooting Permit,6/7/19 13:00,6/8/19 1:30,6/4/19 19:49,"Mayor's Office of Film, Theatre & Broadcasting","TEN EYCK STREET between LORIMER STREET and UNION AVENUE,  SOUTH    2 STREET between UNION AVENUE and HOOPER STREET,  UNION AVENUE between SOUTH    1 STREET and SOUTH    2 STREET,  LORIMER STREET between TEN EYCK STREET and MAUJER STREET,  LORIMER STREET between TEN EYCK STREET and STAGG STREET,  HEWES STREET between SOUTH    2 STREET and SOUTH    3 STREET,  SOUTH    3 STREET between UNION AVENUE and HEWES STREET,  HEWES STREET between SOUTH    3 STREET and SOUTH    4 STREET,  UNION AVENUE between SOUTH    2 STREET and SOUTH    3 STREET",Brooklyn,1,90,Television,Episodic series,United States of America,"11206, 11211"
490057,Shooting Permit,6/7/19 13:00,6/8/19 3:00,6/5/19 15:23,"Mayor's Office of Film, Theatre & Broadcasting","PRINCE STREET between SULLIVAN STREET and WEST BROADWAY,  WEST BROADWAY between WEST HOUSTON STREET and SPRING STREET,  SULLIVAN STREET between PRINCE STREET and SPRING STREET,  SULLIVAN STREET between PRINCE STREET and WEST HOUSTON STREET,  WEST   52 STREET between 10 AVENUE and 12 AVENUE",Manhattan,"2, 4","1, 18",Film,Feature,United States of America,"10012, 10019"
489941,Shooting Permit,6/7/19 12:00,6/8/19 2:00,6/5/19 11:54,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between MANHATTAN COLLEGE PARKWAY and WEST  251 STREET,Bronx,"26, 8",50,Television,Episodic series,United States of America,10471
489152,Shooting Permit,6/7/19 9:00,6/8/19 2:00,6/3/19 8:36,"Mayor's Office of Film, Theatre & Broadcasting","Queens Plaza South between 21 Street and 22 Street,  Queens Plaza South between 22 Street and 23 Street,  22 Street between Queens Plaza South and 43 Avenue",Queens,2,108,Television,Episodic series,United States of America,11101
489294,Shooting Permit,6/7/19 9:00,6/7/19 21:00,6/3/19 13:40,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS BOULEVARD between 83 AVENUE and MAIN STREET,  82 AVENUE between 132 STREET and 126 STREET",Queens,9,102,Television,Episodic series,United States of America,11415
490220,Shooting Permit,6/7/19 8:00,6/8/19 0:00,6/6/19 10:03,"Mayor's Office of Film, Theatre & Broadcasting","WEST  204 STREET between POST AVENUE and NAGLE AVENUE,  NAGLE AVE between WEST  204 STREET and 10 AVENUE,  DYCKMAN STREET between BROADWAY and NAGLE AVENUE,  POST AVENUE between DYCKMAN STREET and ACADEMY STREET,  10 AVENUE between WEST  206 STREET and WEST  207 STREET,  10 AVENUE between WEST  202 STREET and WEST  203 STREET,  10 AVENUE between WEST  207 STREET and POST AVENUE,  POST AVENUE between 10 AVENUE and WEST  207 STREET",Manhattan,12,34,Film,Feature,United States of America,"10034, 10040"
489557,Shooting Permit,6/7/19 7:00,6/7/19 21:00,6/4/19 11:49,"Mayor's Office of Film, Theatre & Broadcasting","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 34 AVENUE and 35 AVENUE",Queens,1,114,Television,Cable-episodic,United States of America,11106
489206,Shooting Permit,6/7/19 7:00,6/7/19 23:00,6/3/19 10:43,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
489722,Shooting Permit,6/7/19 7:00,6/7/19 23:00,6/4/19 16:12,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  WENLOCK STREET between SIMONSON AVENUE and LAKE AVENUE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  DIXON AVENUE between SIMONSON AVENUE and LAKE AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET,  DIXON AVENUE between LAKE AVENUE and GRANITE AVENUE",Staten Island,"1, 3","121, 123",Film,Feature,United States of America,"10303, 10309"
489709,Shooting Permit,6/7/19 7:00,6/7/19 19:00,6/4/19 15:50,"Mayor's Office of Film, Theatre & Broadcasting",HALSEY STREET between MARCY AVENUE and NOSTRAND AVENUE,Brooklyn,3,79,Commercial,Commercial,United States of America,11216
489548,Shooting Permit,6/7/19 6:00,6/8/19 12:00,6/4/19 11:31,"Mayor's Office of Film, Theatre & Broadcasting",SOUTH PORTLAND AVENUE between FULTON STREET and HANSON PLACE,Brooklyn,2,"78, 88",Still Photography,Not Applicable,United States of America,11217
489719,Shooting Permit,6/7/19 6:00,6/7/19 20:00,6/4/19 16:06,"Mayor's Office of Film, Theatre & Broadcasting",BROOME STREET between MERCER STREET and GREENE STREET,Manhattan,"2, 3","1, 5",Still Photography,Not Applicable,United States of America,"10002, 10012, 10013"
489879,Shooting Permit,6/7/19 6:00,6/7/19 19:00,6/5/19 9:50,"Mayor's Office of Film, Theatre & Broadcasting","WEST  126 STREET between LENOX AVENUE and 5 AVENUE,  W 124TH STREET between LENOX AVENUE and ADAM CLAYTON POWELL BOULEVARD",Manhattan,10,28,Television,Not Applicable,United States of America,"10026, 10027"
488990,Shooting Permit,6/7/19 6:00,6/7/19 22:00,6/1/19 15:12,"Mayor's Office of Film, Theatre & Broadcasting",PLYMOUTH STREET between GOLD STREET and BRIDGE STREET,Brooklyn,2,"84, 88",Still Photography,Not Applicable,United States of America,11201
489496,Shooting Permit,6/7/19 6:00,6/7/19 21:00,6/4/19 8:51,"Mayor's Office of Film, Theatre & Broadcasting","PORTER AVENUE between DIVISION PLACE and LOMBARDY STREET,  LOMBARDY STREET between STEWART AVENUE and PORTER AVENUE",Brooklyn,1,94,Film,Feature,United States of America,11222
489213,Shooting Permit,6/7/19 5:00,6/7/19 12:00,6/3/19 11:01,"Mayor's Office of Film, Theatre & Broadcasting","EAST   29 STREET between LEXINGTON AVENUE and PARK AVENUE SOUTH,  PARK AVENUE SOUTH between EAST   29 STREET and EAST   30 STREET,  LEXINGTON AVENUE between EAST   30 STREET and EAST   29 STREET",Manhattan,"5, 6","13, 14",Commercial,Commercial,United States of America,"10003, 10010, 10016"
489736,Shooting Permit,6/7/19 2:00,6/7/19 20:00,6/4/19 16:34,"Mayor's Office of Film, Theatre & Broadcasting","HUDSON STREET between GANSEVOORT STREET and HORATIO STREET,  9 AVENUE between GANSEVOORT STREET and WEST   13 STREET",Manhattan,2,6,Still Photography,Not Applicable,United States of America,10014
489912,Shooting Permit,6/7/19 2:00,6/7/19 19:00,6/5/19 11:05,"Mayor's Office of Film, Theatre & Broadcasting",BROADWAY between WEST  120 STREET and WEST  116 STREET,Manhattan,"7, 9","24, 26",WEB,Not Applicable,United States of America,"10024, 10025, 10027"
490079,Theater Load in and Load Outs,6/7/19 0:01,6/9/19 6:00,6/5/19 15:54,"Mayor's Office of Film, Theatre & Broadcasting",WEST   33 STREET between 7 AVENUE and 8 AVENUE,Manhattan,5,14,Theater,Theater,United States of America,"10001, 10121"
485992,Theater Load in and Load Outs,6/7/19 0:01,6/9/19 6:00,5/20/19 7:37,"Mayor's Office of Film, Theatre & Broadcasting","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE",Manhattan,4,18,Theater,Theater,United States of America,10019
483815,Theater Load in and Load Outs,6/7/19 0:01,6/9/19 23:59,5/9/19 14:36,"Mayor's Office of Film, Theatre & Broadcasting",WEST   62 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,Manhattan,7,20,Theater,Theater,United States of America,10023
488036,Theater Load in and Load Outs,6/7/19 0:01,6/7/19 23:59,5/29/19 10:26,"Mayor's Office of Film, Theatre & Broadcasting",WEST   56 STREET between 7 AVENUE and 6 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10106"
489270,Shooting Permit,6/7/19 0:00,6/7/19 13:00,6/3/19 12:57,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
489190,Shooting Permit,6/7/19 0:00,6/7/19 23:59,6/3/19 10:11,"Mayor's Office of Film, Theatre & Broadcasting",33 STREET between 36 AVENUE and 37 AVENUE,Queens,1,114,Television,Episodic series,Canada,11106
489514,Shooting Permit,6/6/19 19:30,6/7/19 6:30,6/4/19 10:02,"Mayor's Office of Film, Theatre & Broadcasting","EAST   44 STREET between 5 AVENUE and MADISON AVENUE,  EAST   43 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   45 STREET and EAST   42 STREET,  EAST   45 STREET between 5 AVENUE and MADISON AVENUE,  LEXINGTON AVENUE between EAST   42 STREET and EAST   41 STREET,  EAST   41 STREET between PARK AVENUE and MADISON AVENUE,  EAST   42 STREET between PARK AVENUE and MADISON AVENUE,  EAST   43 STREET between VANDERBILT AVENUE and MADISON AVENUE,  VANDERBILT AVENUE between EAST   45 STREET and EAST   44 STREET,  WEST   43 STREET between 5 AVENUE and 6 AVENUE",Manhattan,"5, 6","14, 17, 18",Television,Episodic series,United States of America,"10017, 10036, 10165, 10173"
488241,Shooting Permit,6/6/19 18:00,6/7/19 6:00,5/29/19 18:47,"Mayor's Office of Film, Theatre & Broadcasting",TITUS AVENUE between EBBITTS STREET and ISERNIA AVENUE,Staten Island,3,122,Documentary,Not Applicable,United States of America,10306
489520,Shooting Permit,6/6/19 16:30,6/7/19 5:00,6/4/19 10:17,"Mayor's Office of Film, Theatre & Broadcasting","W 14TH ST between 9TH AVE and 10TH AVE,  WASHINGTON STREET between WEST   14 STREET and WEST   13 STREET,  WEST   17 STREET between 9 AVENUE and 10 AVENUE,  WEST   13 STREET between 9 AVENUE and 10 AVENUE,  LITTLE WEST   12 STREET between WASHINGTON STREET and 9 AVENUE,  10 AVENUE between WEST   14 STREET and WEST   15 STREET",Manhattan,"2, 4","10, 6",Television,Episodic series,United States of America,"10011, 10014"
487669,Shooting Permit,6/6/19 16:00,6/7/19 4:00,5/27/19 23:09,"Mayor's Office of Film, Theatre & Broadcasting",DAVIDSON AVENUE between WEST  174 STREET and W.175 STREET,Bronx,5,46,Film,Feature,United States of America,10453
489606,Rigging Permit,6/6/19 16:00,6/7/19 23:59,6/4/19 13:16,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
489744,Shooting Permit,6/6/19 13:00,6/7/19 3:00,6/4/19 16:47,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE STREET between BUSHWICK AVENUE and WATERBURY STREET,  MESEROLE STREET between BUSHWICK PLACE and WATERBURY STREET,  BUSHWICK PLACE between MESEROLE STREET and MONTROSE AVENUE,  MONTROSE AVENUE between BUSHWICK AVENUE and BUSHWICK PLACE,  BUSHWICK PLACE between MESEROLE STREET and MONTROSE AVENUE,  BUSHWICK PLACE between MONTROSE AVENUE and JOHNSON AVENUE,  BUSHWICK AVENUE between MESEROLE STREET and JOHNSON AVENUE,  MAUJER STREET between HUMBOLDT STREET and BUSHWICK AVENUE",Brooklyn,1,90,Film,Feature,United States of America,11206
489261,Rigging Permit,6/6/19 9:00,6/6/19 16:00,6/3/19 12:48,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
489421,Shooting Permit,6/6/19 8:00,6/6/19 23:00,6/3/19 18:43,"Mayor's Office of Film, Theatre & Broadcasting",ARTHUR KILL ROAD between SOUTH BRIDGE STREET and RICHMOND VALLEY ROAD,Staten Island,3,123,Television,Episodic series,United States of America,10309
488773,Shooting Permit,6/6/19 8:00,6/7/19 0:00,5/31/19 13:19,"Mayor's Office of Film, Theatre & Broadcasting","LAKE AVENUE between WENLOCK STREET and RONALD AVENUE,  LAKE AVENUE between WENLOCK STREET and WESTBROOK AVENUE,  WENLOCK STREET between LAKE AVENUE and MELYN PLACE,  WENLOCK STREET between SIMONSON AVENUE and LAKE AVENUE,  RONALD AVENUE between LAKE AVENUE and GRANITE AVENUE,  DIXON AVENUE between SIMONSON AVENUE and LAKE AVENUE,  LAKE AVENUE between DIXON AVENUE and WALKER STREET,  DIXON AVENUE between LAKE AVENUE and GRANITE AVENUE",Staten Island,1,121,Film,Feature,United States of America,10303
489472,Shooting Permit,6/6/19 7:00,6/6/19 21:00,6/3/19 23:40,"Mayor's Office of Film, Theatre & Broadcasting","LITTLE WEST   12 STREET between 9 AVENUE and WASHINGTON STREET,  HUDSON STREET between GANSEVOORT STREET and HORATIO STREET,  9 AVENUE between GANSEVOORT STREET and WEST   13 STREET",Manhattan,2,6,Still Photography,Not Applicable,United States of America,10014
489326,Shooting Permit,6/6/19 7:00,6/6/19 23:00,6/3/19 14:44,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  171 STREET and WEST  174 STREET,  BROADWAY between WEST  172 STREET and WEST  173 STREET,  BROADWAY between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  175 STREET and WEST  176 STREET,  BROADWAY between WEST  176 STREET and WEST  177 STREET,  BROADWAY between WEST  177 STREET and WEST  178 STREET,  BROADWAY between WEST  177 STREET and WEST  178 STREET,  FORT WASHINGTON AVENUE between WEST  179 STREET and WEST  180 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  WEST  176 STREET between HAVEN AVENUE and SOUTH PINEHURST AVENUE",Manhattan,12,"33, 34",Film,Feature,United States of America,"10032, 10033"
489196,Shooting Permit,6/6/19 7:00,6/6/19 23:00,6/3/19 10:30,"Mayor's Office of Film, Theatre & Broadcasting","EAST  140 STREET between LOCUST AVENUE and WALNUT AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
